PLC Tag,Display Name,Area,Equipment,Parameter,Unit,Category,Data Type,Normal Low,Normal High,Warning Low,Warning High,Critical Low,Critical High,Active,Mapping Status
PIT220FPP01,PIT220FPP01,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT220PPC01,PIT220PPC01,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT240BWR01,PIT240BWR01,Area 240,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT240BWR02,PIT240BWR02,Area 240,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT240BWR01,TIT240BWR01,Area 240,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT240BWR02,TIT240BWR02,Area 240,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
WIT150TK01A,WIT150TK01A,Area 150,,,,Unknown,Numeric,,,,,,,True,Needs Review
WIT150TK02A,WIT150TK02A,Area 150,,,,Unknown,Numeric,,,,,,,True,Needs Review
IIT190AG008,IIT190AG008,Area 190,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
IIT190AG009,IIT190AG009,Area 190,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
IIT190AG010,IIT190AG010,Area 190,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
VSD190PP001,VSD190PP001,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP002,VSD190PP002,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP003,VSD190PP003,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP004,VSD190PP004,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP005,VSD190PP005,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP006,VSD190PP006,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP007,VSD190PP007,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP008,VSD190PP008,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP009,VSD190PP009,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP010,VSD190PP010,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP028,VSD190PP028,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP029,VSD190PP029,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP031,VSD190PP031,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD190PP032,VSD190PP032,Area 190,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
AIT190TK005PH1,AIT190TK005PH1,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
AIT190TK007PH1,AIT190TK007PH1,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
AIT190TK015PH1,AIT190TK015PH1,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
AIT190AIR01HCN,AIT190AIR01HCN,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
AIT190AIR02HCN,AIT190AIR02HCN,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
DIT190TK001,DIT190TK001,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT190TK001,FIT190TK001,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
LIT190HP022,LIT190HP022,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT190TK001,LIT190TK001,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT190TK002,LIT190TK002,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT190TK003,LIT190TK003,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT190TK012,LIT190TK012,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT190TK015,LIT190TK015,Area 190,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002001,TIT130ML002001,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002002,TIT130ML002002,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002003,TIT130ML002003,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002004,TIT130ML002004,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002005,TIT130ML002005,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002006,TIT130ML002006,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML002001,FIT130ML002001,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML002002,FIT130ML002002,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
PIT130ML002001,PIT130ML002001,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT130ML002002,PIT130ML002002,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT130ML002003,PIT130ML002003,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT130ML002004,PIT130ML002004,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML002003,FIT130ML002003,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML002004,FIT130ML002004,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
PIT130ML002005,PIT130ML002005,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002007,TIT130ML002007,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002008,TIT130ML002008,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
VIT130ML002001,VIT130ML002001,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML002002,VIT130ML002002,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML002009,TIT130ML002009,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002010,TIT130ML002010,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
IIT130ML002001,IIT130ML002001,Area 130,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
TIT130ML002011,TIT130ML002011,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002012,TIT130ML002012,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002013,TIT130ML002013,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002014,TIT130ML002014,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002015,TIT130ML002015,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002016,TIT130ML002016,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002017,TIT130ML002017,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002018,TIT130ML002018,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002019,TIT130ML002019,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
VIT130ML002003,VIT130ML002003,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML002004,VIT130ML002004,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML002005,VIT130ML002005,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML002006,VIT130ML002006,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML002020,TIT130ML002020,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002021,TIT130ML002021,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML002005,FIT130ML002005,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML002006,FIT130ML002006,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML002022,TIT130ML002022,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002023,TIT130ML002023,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML002024,TIT130ML002024,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001001,TIT130ML001001,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001002,TIT130ML001002,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001003,TIT130ML001003,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001004,TIT130ML001004,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001005,TIT130ML001005,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001006,TIT130ML001006,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML001001,FIT130ML001001,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML001002,FIT130ML001002,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
PIT130ML001001,PIT130ML001001,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT130ML001002,PIT130ML001002,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT130ML001003,PIT130ML001003,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PIT130ML001004,PIT130ML001004,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML001003,FIT130ML001003,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML001004,FIT130ML001004,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML001005,FIT130ML001005,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML001007,TIT130ML001007,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001008,TIT130ML001008,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
VIT130ML001001,VIT130ML001001,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML001002,VIT130ML001002,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML001009,TIT130ML001009,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001010,TIT130ML001010,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
IIT130ML001001,IIT130ML001001,Area 130,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
VSD130ML001,VSD130ML001,Area 130,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
TIT130ML0O1011,TIT130ML0O1011,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML0O1012,TIT130ML0O1012,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML001006,FIT130ML001006,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
PIT130ML001006,PIT130ML001006,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML001007,FIT130ML001007,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
PIT130ML001007,PIT130ML001007,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001013,TIT130ML001013,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001014,TIT130ML001014,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001015,TIT130ML001015,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001016,TIT130ML001016,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001017,TIT130ML001017,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001018,TIT130ML001018,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001019,TIT130ML001019,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001020,TIT130ML001020,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001021,TIT130ML001021,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
PWR130ML001,PWR130ML001,Area 130,,,,Electrical / Power,Numeric,,,,,,,True,Needs Review
VIT130ML001003,VIT130ML001003,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML001004,VIT130ML001004,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML001005,VIT130ML001005,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
VIT130ML001006,VIT130ML001006,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML001022,TIT130ML001022,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001023,TIT130ML001023,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT130ML001008,FIT130ML001008,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIT130ML001009,FIT130ML001009,Area 130,,,,Unknown,Numeric,,,,,,,True,Needs Review
TIT130ML001024,TIT130ML001024,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001025,TIT130ML001025,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
TIT130ML001026,TIT130ML001026,Area 130,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
OIL170TH001001,OIL170TH001001,Area 170,,,,Unknown,Numeric,,,,,,,True,Needs Review
OIL170TH001002,OIL170TH001002,Area 170,,,,Unknown,Numeric,,,,,,,True,Needs Review
PRV170TH001,PRV170TH001,Area 170,,,,Unknown,Numeric,,,,,,,True,Needs Review
RPV170TH001,RPV170TH001,Area 170,,,,Status / Valve,Numeric,,,,,,,True,Needs Review
SCV170TH001,SCV170TH001,Area 170,,,,Status / Valve,Numeric,,,,,,,True,Needs Review
TQV170TH001,TQV170TH001,Area 170,,,,Unknown,Numeric,,,,,,,True,Needs Review
OIL190TH001001,OIL190TH001001,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
OIL190TH001002,OIL190TH001002,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
PRV190TH001,PRV190TH001,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
RPV190TH001,RPV190TH001,Area 190,,,,Status / Valve,Numeric,,,,,,,True,Needs Review
SCV190TH001,SCV190TH001,Area 190,,,,Status / Valve,Numeric,,,,,,,True,Needs Review
PQV190TH001,PQV190TH001,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
LIT220PP2728,LIT220PP2728,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT220PP1718,LIT220PP1718,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT220CAG0102,LIT220CAG0102,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT220PP0102,LIT220PP0102,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT220PP0809,LIT220PP0809,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
LIT220CAG0304,LIT220CAG0304,Area 220,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
Running Hours Jaw Crusher,Running Hours Jaw Crusher,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running Minutes Jaw Crusher,Running Minutes Jaw Crusher,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running Hours Apron Feeder,Running Hours Apron Feeder,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running Minutes Apron Feeder,Running Minutes Apron Feeder,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running Hours Belt Feeder,Running Hours Belt Feeder,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running Minutes Belt Feeder,Running Minutes Belt Feeder,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running HoursSAG Mill,Running HoursSAG Mill,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
Running Minutes SAG Mill,Running Minutes SAG Mill,,,,,Running Counter,Numeric,,,,,,,True,Needs Review
IIT180ELW01,IIT180ELW01,Area 180,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
EIT180ELW01,EIT180ELW01,Area 180,,,,Electrical / Power,Numeric,,,,,,,True,Needs Review
IIT180ELW03,IIT180ELW03,Area 180,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
EIT180ELW03,EIT180ELW03,Area 180,,,,Electrical / Power,Numeric,,,,,,,True,Needs Review
IIT180ELW05,IIT180ELW05,Area 180,,,,Current / Electrical,Numeric,,,,,,,True,Needs Review
EIT180ELW05,EIT180ELW05,Area 180,,,,Electrical / Power,Numeric,,,,,,,True,Needs Review
FIQ130ML01A,FIQ130ML01A,Area 130,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ130ML02A,FIQ130ML02A,Area 130,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ130CY001,FIQ130CY001,Area 130,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ170BX002,FIQ170BX002,Area 170,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ220TK003,FIQ220TK003,Area 220,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ220TK001,FIQ220TK001,Area 220,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ190TK001,FIQ190TK001,Area 190,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180CL01A,FIQ180CL01A,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180CL01B,FIQ180CL01B,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180ELW01,FIQ180ELW01,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180ELW03,FIQ180ELW03,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180ELW05,FIQ180ELW05,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180HX001,FIQ180HX001,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180TK03A,FIQ180TK03A,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ180TK03B,FIQ180TK03B,Area 180,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
DIR190PP013,DIR190PP013,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
DIR190PP014,DIR190PP014,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
DIR190PP015,DIR190PP015,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
DIR190PP016,DIR190PP016,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
DIR190PP017,DIR190PP017,Area 190,,,,Unknown,Numeric,,,,,,,True,Needs Review
FIQ170TH01,FIQ170TH01,Area 170,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ140TK06D,FIQ140TK06D,Area 140,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ140TK06C,FIQ140TK06C,Area 140,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ140TK06B,FIQ140TK06B,Area 140,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ140TK10B,FIQ140TK10B,Area 140,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ140TK24B,FIQ140TK24B,Area 140,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
FIQ140TH01,FIQ140TH01,Area 140,,,,Potential Totalizer / Flow,Numeric,,,,,,,True,Needs Review
DIR240CP001,DIR240CP001,Area 240,,,,Unknown,Numeric,,,,,,,True,Needs Review
DIR240CP002,DIR240CP002,Area 240,,,,Unknown,Numeric,,,,,,,True,Needs Review
DIR240CP003,DIR240CP003,Area 240,,,,Unknown,Numeric,,,,,,,True,Needs Review
LIT170CDM01,LIT170CDM01,Area 170,,,,Process Measurement,Numeric,,,,,,,True,Needs Review
FIT210MIP01001,FIT210MIP01001,Area 210,,,,Unknown,Numeric,,,,,,,True,Needs Review
DSG210MIP01,DSG210MIP01,Area 210,,,,Status / Valve,Numeric,,,,,,,True,Needs Review
VSD210MIP01PP1,VSD210MIP01PP1,Area 210,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
VSD210MIP01PP2,VSD210MIP01PP2,Area 210,,,,VSD / Speed,Numeric,,,,,,,True,Needs Review
FIT210MIP01002,FIT210MIP01002,Area 210,,,,Unknown,Numeric,,,,,,,True,Needs Review
